52.176907;20.94595;1
52.271;20.954893;1
52.232822;21.014532;1
52.226055;20.988792;1
52.239014;20.898125;1
52.274235;20.979612;1
52.209286;20.983578;1
52.218987;20.974339;1
52.242832;21.098234;1
52.23995;21.061977;1
52.242813;21.101532;1
52.245132;21.083086;1
52.231236;21.01212;1
52.23067;21.017012;1
52.23537;21.010572;1
52.245544;21.084146;1
52.24502;21.083115;1
52.233097;21.014978;1
52.233078;21.017698;1
52.23451;21.01259;1
52.231674;21.012608;1
52.234093;21.018791;1
52.233944;21.01934;1
52.22352;21.015009;1
52.24493;20.999596;1
52.235085;21.006205;1
52.223724;21.00966;1
52.213985;21.007977;1
52.23799;21.052963;1
52.210075;21.006416;1
52.23541;21.11889;1
52.239105;21.058945;1
52.165867;21.0159;1
52.176697;21.045307;1
52.207012;21.005867;1
52.216732;21.016623;1
52.207554;21.008677;1
52.194115;21.002295;1
52.206192;21.028486;1
52.275597;21.06776;1
52.247242;21.059578;1
52.20708;21.006203;1
52.231693;21.05819;1
52.250473;21.06609;1
52.153538;21.041311;1
52.14717;21.04185;1
52.145473;21.043856;1
52.125366;21.01718;1
52.14244;21.02378;1
52.186996;21.046549;1
52.171013;21.071772;1
52.1702;21.069944;1
52.172787;21.067936;1
52.2372;21.098759;1
52.218994;21.017149;1
52.23592;21.008638;1
52.23133;21.007498;1
52.232746;21.011656;1
52.24091;21.015785;1
52.243114;21.09504;1
52.22227;21.09173;1
52.18229;21.019747;1
52.237114;21.119272;1
52.152107;21.016912;1
52.23946;21.100124;1
52.243443;21.007162;1
52.17181;21.01877;1
52.173286;21.020958;1
52.20047;21.023375;1
52.234295;21.034912;1
52.268513;21.119274;1
52.188507;21.014091;1
52.191322;21.01344;1
52.24848;20.987427;1
52.247543;20.988089;1
52.24779;20.989086;1
52.246887;20.985006;1
52.246655;20.985495;1
52.241886;20.994257;1
52.24197;20.99454;1
52.223522;20.98804;1
52.16444;21.039867;1
52.228634;21.106573;1
52.22584;21.002476;1
52.226326;21.00358;1
52.248096;21.045647;1
52.177303;21.001463;1
52.176964;21.001331;1
52.224342;21.02821;1
52.247284;21.056808;1
52.247612;21.050987;1
52.247715;21.049753;1
52.254696;21.03584;1
